index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
2172,Sun Expert Ultramatte Lotion - SPF 50,Beauty & Hygiene,Skin Care,Lakme,648.72,998.0,Face Care,3.9,"Stepping out without sun protection You think your scarf is enough to Think again - it takes just 7 minutes for the sun to start damaging your skin in this hot Indian weather. Choose Lakme Sun Expert - your daily sunscreen lotion which is light enough to be used all year round. It contains cucumber, lemongrass, Vitamin B3 and has been tested by dermatologists. Suitable for all skin types - this lightweight lotion provides broad-spectrum UV protection. SPF 50 blocks up to 97% of harmful rays of UVB which causes tanning & sunburns. 
The PA++ shields your skin from UVA rays which cause dark spots, premature ageing and skin darkening. It helps prevent tan lines that appear on the skin due to harmful sun rays. Smooth onto cleansed face and body 20 minutes before sun exposure. Re-apply every 3-4 hours for maximum protection. Avoid contact with eyes. in case of eye contact rinse thoroughly with clean water. What are you waiting for - grab the best protection under the sun and say goodbye to sun damage! Try the Lakme Sun Expert Range now. Now available in an Ultra matte compact as well with SPF 40. Lakme Sun Expert- Your expert sunscreen!!"
2191,Dental Cream,Beauty & Hygiene,Oral Care,Himalaya,79.2,90.0,Toothpaste,4.2,"Himalaya Dental Cream is individually formulated herbal ayurvedic toothpaste for dental care and hygiene. This herbal toothpaste has herbs mentioned in many Ayurvedic texts for their therapeutic benefits. It decreases swelling of gums, stops gum bleeding, avoids toothache, decomposes and controls bad breath."
2282,Creme - Under Eye,Beauty & Hygiene,Skin Care,Mamaearth,599.0,599.0,Eye Care,3.5,"Taking care of your baby can be very tiring at times. One look in the mirror and the dark circles around your eyes tell you that you are tired and exhausted. Mamaearths Under Eye Cream makes sure that your eyes look bright and healthy. The inclusion of caffeine in it helps reduce the puffiness around your eyes. White lily and cucumber extracts help provide the sensitive skin around your eyes a fresh and bright appearance. Extract of Vitamin C in this cream is useful in reducing dark circles and minimizing the sun damage. Other organic ingredients like hyaluronic acid aid in eliminating under eye bags, fine lines, wrinkles, dark circles and much more. All these best and natural ingredients make me a must buy for healthy looking eyes and skin."
2305,9to5 Natural Aloe Cleansing Wipes,Beauty & Hygiene,Skin Care,Lakme,120.0,150.0,Face Care,,"Lakme 9 to 5 Naturale Aloe cleansing wipes are soft and non-alcoholic with formulations that deeply cleanse the skin instantly. Being made with Pure Aloe vera, these wipes are perfect for effective Cleansing on the go. Lakme 9to5 Naturale Aloe cleansing wipes are also eco-friendly; all thanks to the 100 percent biodegradable fabric used in making these face wipes. Enriched with the goodness of aloe vera, it not only instantly hydrates your skin but leaves your skin feeling fresh. Formula with Pure Aloe vera not only hydrate but also help in reducing oil from your skin. Aloe vera is known to have cooling, refreshing, moisturizing qualities. It is known to give glowing skin. The wipes are packed in a resealable label making it easy for you to pull a wipe and later reseal the pack. The convenient, resealable, packaging prevents the wipes from drying, locks-in moisture and helps retain freshness."
2346,Plant Based Laundry Detergent 1 L + Plant Based Laundry Detergent 200 ml,Baby Care,Baby Bath & Hygiene,Mamaearth,798.0,798.0,Baby Laundry,,"Plant Based Laundry Detergent For BabiesHi! I am bio-enzyme rich Mamaearth's gentle laundry detergent for babies. I am perfect for cleaning all your newborn's delicate clothes leaving behind a delicate fragrance. I am biodegradable. The plant-based cleansers and enzymes present in me effectively clean stubborn stains of milk, food, dirt etc. I kill bad odor without leaving behind any residue that may irritate the sensitive skin of babies. Dermatologically tested, I contain no harsh chemicals like sulfates, paraben, phosphates, bleach, optical brighteners and dyes is fabric safe.Plant Based Laundry Detergent For BabiesHi! I am bio-enzyme rich Mamaearth's gentle laundry detergent for babies. I am perfect for cleaning all your newborn's delicate clothes leaving behind a delicate fragrance. I am biodegradable. The plant-based cleansers and enzymes present in me effectively clean stubborn stains of milk, food, dirt etc. I kill bad odour without leaving behind any residue that may irritate the sensitive skin of babies. Dermatologically tested, I contain no harsh chemicals like sulfates, paraben, phosphates, bleach, optical brighteners and dyes is fabric safe."
2476,"Total Care Baby Pants - Small, 9S",Baby Care,Diapers & Wipes,Himalaya,125.0,125.0,Diapers,3.7,"Powered by a natural anti-rash shield, Indian Aloe and Yashad Bhasma (Zinc Oxide, that prevents the risk of diaper rash), it is soft and has an easy-to-fit design. It offers care and comfort to your baby; silky soft inner layer for soft & sensitive skin.Breathable fabric ensures proper air circulation and leakproof soft elastic edges prevent leakage. Super Absorbent Polymer (SAP) layer rapidly absorbs multiple wettings and provides maximum protection from dampness. Wetness indicator turns green to show when baby wets the diaper keeps skin dry so that baby gets an undisturbed and restful sleep."
2532,"Vitality Fresh Shower Gel With Ocean Minerals For Body, Face & Hair",Beauty & Hygiene,Men's Grooming,Nivea Men,191.04,199.0,Bath & Shower,4.1,"Nivea Shower Gel - Vitality Fresh for Men formula is enriched with usual oceanic minerals that softly wash off impurities and excess sebum to keep your hair and skin feeling perfectly refreshed and clean. NIVEA MEN Vitality Fresh Shower Gel recharges your mind and body with its vitalizing ocean minerals and an uplifting scent. This hydrating 3-in-1 shower gel for Body, Face & Hair is enriched with natural ocean minerals. Let the uplifting masculine fragrance revitalize your senses. Recharge and invigorate with every shower. Skin tolerance dermatologically proven.
For Beauty tips, tricks & more visit https://bigbasket.blog/"
2539,Extra Whitening Cell Repair Body Lotion - SPF 15 & 50x Vitamin C,Beauty & Hygiene,Skin Care,Nivea,249.6,260.0,Body Care,3.6,"The ultra-light formula of Nivea Express Hydration Body Lotion with Sea Minerals works deep with the skin, repairing dryness layer by layer to make the skin immediately soft, supple & delicately enwrapped in a blue lotus scent. Nivea's unique formula naturally promotes a continuous moisture supply from within for long-lasting soft skin."
2577,Eau de Perfume - Imperial Patchouli For Women,Beauty & Hygiene,Fragrances & Deos,BIOTIQUE,524.25,699.0,Eau De Parfum,4.3,"Imperial Patchouli a refined, gentle and floral fragrance with a feminine scent. It possesses a blend of modern floral, and balanced notes It is recommended for eveningwear. The fragrance of this long-lasting perfume is a perfect blend of the woody and the floral aromas."
2583,Whitening Smooth Skin Women Deodorant Roll On For 48h Protection,Beauty & Hygiene,Fragrances & Deos,Nivea,139.3,199.0,Women's Deodorants,4.4,"Care for your underarms with NIVEA Whitening Smooth Skin Roll On. It contains mulethi extracts which give you even toned underarms along with odour control. It’s 0% alcohol formula combines NIVEA’s gentle care and reliable protection. The Nivea Whitening Smooth Skin Roll On is dermatologically tested which makes it reliable for taking care of your underarm skin.
Odour control: It contains anti-microbial agents that help keep bacteria away thus giving long-lasting odour control.
Even-toned underarms: It contains natural mulethi extracts that give you even-toned underarms.
Care for your underarms: It contains caring and 0% Alcohol that help in taking care of the delicate underarm skin.

For Beauty tips, tricks & more visit https://bigbasket.blog/"
2601,Blush & Glow Kiwi Freshness Gel Face Wash With Kiwi Extracts,Beauty & Hygiene,Skin Care,Lakme,110.4,115.0,Face Care,4.2,"Use the Lakme Blush and Glow Strawberry Gel Face Wash to give your skin a gorgeous strawberry-kissed glow, every day. This refreshing gel face wash packs a fruity delight that helps in washing impurities. Imagine a fruity splash of delight every time you washed your face that’s exactly how refreshing this feels. Enriched with the goodness of rich strawberry extracts. The face wash has fruit anti-oxidants and beads that cleanse your skin washing away dirt and other impurities.For the best results, follow this simple Blush & Glow regime every day for a fruit-kissed glow every day. The beautiful texture & fragrance will make you fall in love instantly.Lakme has a vast product range specially crafted by experts for the Indian skin. The brand has also been redefining fashion in India for over 15 years with Lakme Fashion Week, India’s premier fashion event. Allergies: In the unlikely event of skin irritation, stop using and consult a doctor immediately. Warning: Avoid contact with eyes. Wash your eyes thoroughly with clean water in case of contact."
2687,Casting Creme Gloss Hair Color,Beauty & Hygiene,Hair Care,Loreal Paris,495.0,550.0,Hair Color,4.2,"Casting Creme Gloss is an ammonia-free hair colour that gives your hair visible shimmering tones, glossy shine and covers greys. It gives you the richness of natural hair colour that lasts up to 28 shampoos. Casting Creme Gloss super-nourishing formula of caring conditioner leaves your hair nourished, soft, voluptuous. Available in 11 glossy shades. Easy to apply with the non-drip crème formula in just 20 minutes, even for beginners. The delicate fragrance makes colouring a luxurious treat. Get natural-looking results and ultra-glossy colour with Casting Creme Gloss by L'Oreal Paris India. No-ammonia hair colour that gives natural-looking colour with visible shimmering tones and a glossy shine."
2692,Men Expert Hydra Energetic Cleanser,Beauty & Hygiene,Men's Grooming,Loreal Paris,499.0,499.0,Face & Body,4.0,L'Oreal Paris Men Expert Hydra Energetic Cleanser is enriched with cryo-tonic. This is a soap-free pH neutral formula and it deeply cleanses and purifies skin without drying it out. its active defense system has a powerful soothing active ingredient that helps strengthen the skin's natural resistance against daily aggressions. Prevents skin tightness. Refreshes and vitalizes the skin. Deeply cleanses and purifies
2704,Anti-Dandruff Shampoo,Beauty & Hygiene,Hair Care,Himalaya,72.75,75.0,Shampoo & Conditioner,4.3,"Himalaya Anti-Dandruff Shampoo gently removes dandruff and nourishes and strengthens hair roots, ensuring a healthy scalp. Natural ingredients help moisturise the hair, preventing dryness. It addresses the root cause of dandruff such as Malassezia fungus and dry scalp while being gentle on hair.Fortified with herbal ingredients like tea tree oil, chickpea and aloe vera, Himalayas Anti-Dandruff Shampoo effectively helps control dandruff and provides nourishment to the hair shaft."
2797,Taft Power Wax,Beauty & Hygiene,Hair Care,Schwarzkopf,425.0,425.0,Hair Care & Styling,5.0,"Schwarzkopf professional Taft power wax hair styler contains a caffeine-strength formula, for power hold and 100 per cent strong hair, structures like wax and holds like a gel, all-weather will work for wet or dry hair. Make your hairdo an elegant and stylish affair with this power wax hair styler. It lends power and style and is suited for all occasions. Use it in any season without any reason."
